rank,company_name,sector,risk_score,risk_tier,total_esg_risk_score,controversy_score,gw_proxy_score,comp_proxy,comp_linguistic,comp_divergence,comp_credibility_inv,comp_controversy_ratio
200,HUNTINGTON BANCSHARES INC,Financial Services,33.34,Low Risk,21.8,2.0,1,20.0,50.965131072000815,45.975866736397535,50.0,22.01834863059376
201,CSX CORPORATION,Industrials,33.33,Low Risk,21.9,2.0,1,20.0,51.22524485858966,45.781875737509786,50.0,21.87361909645489
202,TATA CONSULTANCY SERVICES LTD.,Technology,33.3,Low Risk,11.4,1.0,1,20.0,50.0,48.062449937759304,50.0,20.628183355153503
203,AMAZON.COM INC,Consumer Cyclical,33.27,Low Risk,30.6,3.0,1,20.0,47.25550853284502,46.993139517239825,50.0,24.19354839914217
204,SUN PHARMACEUTICAL INDUSTRIES LTD.,Healthcare,33.23,Low Risk,31.6,3.0,1,20.0,50.0,45.05322952836229,50.0,23.121682331144928
205,HINDALCO INDUSTRIES LTD.,Basic Materials,33.23,Low Risk,31.6,3.0,1,20.0,50.0,45.05322952836229,50.0,23.121682331144928
206,TECH MAHINDRA LTD.,Technology,33.17,Low Risk,11.6,1.0,1,20.0,50.0,47.6744679399838,50.0,20.105672963958387
207,DAVITA INC.,Healthcare,33.05,Low Risk,22.6,2.0,1,20.0,51.6550243032689,44.42393874529551,50.0,20.89637454291733
208,HUMANA INC.,Healthcare,33.03,Low Risk,22.5,2.0,1,20.0,51.201691620953035,44.617929744183265,50.0,21.032258071315667
209,TATA STEEL LTD.,Basic Materials,33.0,Low Risk,30.7,3.0,1,20.0,45.77282665613447,46.79914851835208,50.0,24.083219513968242
210,"O'REILLY AUTOMOTIVE, INC.",Consumer Cyclical,32.84,Low Risk,12.1,1.0,1,20.0,50.0,46.704512945545034,50.0,18.87496667058511
211,GILEAD SCIENCES INC,Healthcare,32.8,Low Risk,23.0,2.0,1,20.0,51.31548582061607,43.6479747497445,50.0,20.364656388310152
212,"AIR PRODUCTS & CHEMICALS, INC.",Basic Materials,32.71,Low Risk,12.3,1.0,1,20.0,50.0,46.31653094776952,50.0,18.41070023143613
213,OIL & NATURAL GAS CORPORATION LTD.,Energy,32.7,Low Risk,52.2,5.0,1,20.0,50.0,41.268045123414254,50.0,23.41490546661871
214,SEMPRA,Utilities,32.68,Low Risk,23.6,2.0,1,20.0,52.473227442200134,42.48402875641798,50.0,19.600874801804977
215,WABTEC INC.,Industrials,32.61,Low Risk,23.3,2.0,1,20.0,50.99193332870156,43.06600175308124,50.0,19.977848546219516
216,"UNIVERSAL HEALTH SERVICES, INC. CLASS B",Healthcare,32.61,Low Risk,33.0,3.0,1,20.0,50.0,42.33735554393375,50.0,21.73020529011181
217,ARCHER DANIELS MIDLAND COMPANY,Consumer Defensive,32.58,Low Risk,31.8,3.0,1,20.0,46.275568147668324,44.66524753058678,50.0,22.915398672773083
218,"MOTOROLA SOLUTIONS, INC.",Technology,32.22,Low Risk,13.1,1.0,1,20.0,50.0,44.7646029566675,50.0,16.695395219510377
219,"NASDAQ, INC.",Financial Services,32.22,Low Risk,13.1,1.0,1,20.0,50.0,44.7646029566675,50.0,16.695395219510377
220,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,32.22,Low Risk,13.1,1.0,1,20.0,50.0,44.7646029566675,50.0,16.695395219510377
221,PUBLIC STORAGE,Real Estate,32.22,Low Risk,13.1,1.0,1,20.0,50.0,44.7646029566675,50.0,16.695395219510377
222,CHARTER COMM INC DEL CL A,Communication Services,31.96,Low Risk,24.7,2.0,1,20.0,51.082082099863214,40.35012776865269,50.0,18.296983159486558
223,LAM RESEARCH CORP,Technology,31.93,Low Risk,13.6,1.0,1,20.0,50.0,43.79464796222873,50.0,15.72580644890715
224,"DOMINION ENERGY, INC",Utilities,31.92,Low Risk,26.4,2.0,1,20.0,55.88969014428773,37.05228078756089,50.0,16.49560117972881
225,AUTOMATIC DATA PROCESSING,Industrials,31.81,Low Risk,13.8,1.0,1,20.0,50.0,43.406665964453225,50.0,15.357643756287022
226,"PALO ALTO NETWORKS, INC.",Technology,31.76,Low Risk,13.9,1.0,1,20.0,50.0,43.212674965565476,50.0,15.177535388671455
227,"SIMON PROPERTY GROUP, INC.",Real Estate,31.7,Low Risk,14.0,1.0,1,20.0,50.0,43.01868396667772,50.0,14.99999999773426
228,GENERAL DYNAMICS CORPORATION,Industrials,31.68,Low Risk,35.2,3.0,1,20.0,50.0,38.069553568403165,50.0,19.767228750019388
229,GOLDMAN SACHS GROUP INC.,Financial Services,31.6,Low Risk,25.5,2.0,1,20.0,51.10114351337768,38.798199777550664,50.0,17.41935484548484
230,PHILLIPS 66,Energy,31.59,Low Risk,35.4,3.0,1,20.0,50.0,37.68157157062767,50.0,19.600874805940347
231,ENTERGY CORPORATION,Utilities,31.16,Low Risk,26.7,2.0,1,20.0,51.70002472210019,36.47030779089763,50.0,16.20152229736681
232,AES CORPORATION,Utilities,31.14,Low Risk,26.7,2.0,1,20.0,51.58175050575704,36.47030779089763,50.0,16.20152229736681
233,BUNGE GLOBAL SA,Consumer Defensive,31.14,Low Risk,32.9,3.0,1,20.0,39.9170649523253,42.5313465428215,50.0,21.825669194795235
234,CHEVRON CORPORATION,Energy,31.1,Low Risk,36.6,3.0,1,20.0,50.0,35.353679583974625,50.0,18.640930735178685
235,JSW STEEL LTD.,Basic Materials,31.06,Low Risk,36.7,3.0,1,20.0,50.0,35.15968858508687,50.0,18.563769018318343
236,JUNIPER NETWORKS INC,Technology,31.01,Low Risk,14.8,1.0,1,20.0,48.23395052274655,41.466755975575694,50.0,13.666085438742389
237,JB HUNT TRANSPORT SERVICES INC,Industrials,30.98,Low Risk,14.8,1.0,1,20.0,48.05545597348531,41.466755975575694,50.0,13.666085438742389
238,"NETAPP, INC",Technology,30.96,Low Risk,15.4,1.0,1,20.0,50.0,40.30280998224917,50.0,12.756598239370685
239,S&P GLOBAL INC.,Financial Services,30.96,Low Risk,13.0,1.0,1,20.0,41.22649734667943,44.95859395555525,50.0,16.898263023814334
240,COPART INC,Industrials,30.66,Low Risk,16.0,1.0,1,20.0,50.0,39.13886398892265,50.0,11.915322579909233
241,AVERY DENNISON CORP.,Consumer Cyclical,30.61,Low Risk,16.1,1.0,1,20.0,50.0,38.944872990034895,50.0,11.781206170426064
242,OMNICOM GROUP INC.,Communication Services,30.51,Low Risk,16.3,1.0,1,20.0,50.0,38.55689099225939,50.0,11.5179101518058
243,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",Technology,30.33,Low Risk,17.5,1.0,1,20.0,52.57503933882127,36.228999005606354,50.0,10.064516128949787
244,ARISTA NETWORKS,Technology,30.32,Low Risk,16.7,1.0,1,20.0,50.0,37.78092699670838,50.0,11.010237588945852
245,"CENTERPOINT ENERGY, INC.",Utilities,30.28,Low Risk,28.7,2.0,1,20.0,51.54272004328631,32.59048781314256,50.0,14.39811172951742
246,"UNITED RENTALS, INC.",Industrials,30.22,Low Risk,16.9,1.0,1,20.0,50.0,37.392944998932876,50.0,10.765413246496234
247,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",Financial Services,30.06,Low Risk,16.6,1.0,1,20.0,47.968598485118754,37.97491799559613,50.0,11.134862028324005
248,"MSCI, INC.",Financial Services,29.95,Low Risk,16.3,1.0,1,20.0,46.275568147668324,38.55689099225939,50.0,11.5179101518058
249,AFLAC INC.,Financial Services,29.9,Low Risk,18.3,1.0,1,20.0,52.11737699679475,34.67707101450432,50.0,9.20148069819783
250,XYLEM INC,Industrials,29.82,Low Risk,18.1,1.0,1,20.0,50.984124855406264,35.06505301227983,50.0,9.410087328563087
251,GENERAL ELECTRIC COMPANY,Industrials,29.56,Low Risk,40.5,3.0,1,20.0,50.0,27.78803062735225,50.0,15.913978504436564
252,DEVON ENERGY CORPORATION,Energy,29.5,Low Risk,33.8,2.0,1,20.0,59.8687660112452,22.696946869867144,50.0,10.765413252544413
253,PPL CORPORATION,Utilities,29.49,Low Risk,31.3,2.0,1,20.0,53.328403825113135,27.54672184206097,50.0,12.398227358479108
254,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,29.31,Low Risk,19.3,1.0,1,20.0,51.1158861060663,32.73716102562679,50.0,8.223299348523987
255,SCHLUMBERGER LIMITED,Energy,29.16,Low Risk,20.3,1.0,1,20.0,52.9037057737934,30.797251036749255,50.0,7.341490545568554
256,EXXON MOBIL CORPORATION,Energy,29.13,Low Risk,41.6,3.0,1,20.0,50.0,25.654129639586955,50.0,15.237282887983877
257,"CHURCH & DWIGHT CO., INC.",Consumer Defensive,29.02,Low Risk,19.9,1.0,1,20.0,50.88330031985887,31.573215032300276,50.0,7.683579186720419
258,"NVR, INC.",Consumer Cyclical,28.96,Low Risk,20.3,1.0,1,20.0,51.60201556478042,30.797251036749255,50.0,7.341490545568554
259,"AMERICAN WATER WORKS COMPANY, INC",Utilities,28.83,Low Risk,21.6,1.0,1,20.0,54.25107578775928,28.275368051208464,50.0,6.317204301708719
260,BERKSHIRE HATHAWAY CLASS B,Financial Services,28.71,Low Risk,20.7,1.0,1,20.0,51.01200752076531,30.021287041198246,50.0,7.012622721459621
261,GARMIN LTD,Technology,28.7,Low Risk,20.7,1.0,1,20.0,50.98026653320405,30.021287041198246,50.0,7.012622721459621
262,TARGA RESOURCES CORP.,Energy,28.68,Low Risk,33.2,2.0,1,20.0,52.85403709822651,23.860892863193655,50.0,11.134862034592775
263,HESS CORPORATION,Energy,28.57,Low Risk,33.1,2.0,1,20.0,51.86480627032611,24.054883862081407,50.0,11.197739017639876
264,INTUIT INC,Technology,28.34,Low Risk,16.4,2.0,0,0.0,50.0,56.45138067633622,50.0,32.45476003586235
265,"TEXTRON, INC.",Industrials,28.24,Low Risk,33.6,2.0,1,20.0,50.972639932046725,23.084928867642642,50.0,10.887096779965542
266,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",Industrials,28.2,Low Risk,16.6,2.0,0,0.0,50.0,56.06339867856071,50.0,31.947143416937376
267,BROADRIDGE FINANCIAL SOLUTIONS INC,Technology,28.2,Low Risk,16.6,2.0,0,0.0,50.0,56.06339867856071,50.0,31.947143416937376
268,"REVVITY, INC.",Healthcare,28.14,Low Risk,16.7,2.0,0,0.0,50.0,55.86940767967296,50.0,31.697894538181107
269,COTERRA ENERGY INC.,Energy,28.02,Low Risk,36.1,2.0,1,20.0,55.787891288709304,18.23515389544881,50.0,9.46296131358336
270,REGIONS FINANCIAL CORP.,Financial Services,28.0,Low Risk,16.9,2.0,0,0.0,50.0,55.481425681897456,50.0,31.208245853281834
271,LULULEMON ATHLETICA INC.,Consumer Cyclical,28.0,Low Risk,16.9,2.0,0,0.0,50.0,55.481425681897456,50.0,31.208245853281834
272,ATMOS ENERGY CORPORATION,Utilities,27.99,Low Risk,34.6,2.0,1,20.0,51.824007740693276,21.145018878765107,50.0,10.29274660267328
273,"TERADYNE, INC.",Technology,27.94,Low Risk,17.0,2.0,0,0.0,50.0,55.2874346830097,50.0,30.967741940402288
274,MCDONALD'S CORPORATION,Consumer Cyclical,27.92,Low Risk,26.0,3.0,0,0.0,50.0,55.91672546607648,50.0,30.186104231198296
275,AUTODESK INC,Technology,27.88,Low Risk,16.8,2.0,0,0.0,48.718229610828764,55.675416680785204,50.0,31.45161290797964
276,WALMART INC.,Consumer Defensive,27.88,Low Risk,25.3,3.0,0,0.0,47.33349311730279,57.27466245829075,50.0,31.289047571238317
277,PNC FINANCIAL SERVICES GROUP,Financial Services,27.86,Low Risk,26.1,3.0,0,0.0,50.0,55.72273446718872,50.0,30.033370424392903
278,KLA CORPORATION,Technology,27.81,Low Risk,17.2,2.0,0,0.0,50.0,54.899452685234195,50.0,30.495123786017867
279,TATA CONSUMER PRODUCTS LTD.,Consumer Defensive,27.66,Low Risk,26.5,3.0,0,0.0,50.0,54.94677047163771,50.0,29.433962276925744
280,HILTON WORLDWIDE HOLDINGS INC.,Consumer Cyclical,27.56,Low Risk,17.6,2.0,0,0.0,50.0,54.12348868968317,50.0,29.58211144230238
281,EBAY INC,Consumer Cyclical,27.56,Low Risk,17.6,2.0,0,0.0,50.0,54.12348868968317,50.0,29.58211144230238
282,DOLLAR GENERAL CORP.,Consumer Defensive,27.56,Low Risk,17.6,2.0,0,0.0,50.0,54.12348868968317,50.0,29.58211144230238
283,"ROCKWELL AUTOMATION, INC.",Industrials,27.49,Low Risk,17.7,2.0,0,0.0,50.0,53.92949769079543,50.0,29.360306183655975
284,"PAYPAL HOLDINGS, INC.",Financial Services,27.43,Low Risk,17.8,2.0,0,0.0,50.0,53.73550669190767,50.0,29.140993118925575
285,SYNCHRONY FINANCIAL,Financial Services,27.4,Low Risk,17.3,2.0,0,0.0,47.676094155943396,54.70546168634644,50.0,30.262912554092512
286,STATE STREET CORPORATION,Financial Services,27.37,Low Risk,24.1,1.0,1,20.0,51.07741939995185,23.42559307901463,50.0,4.658010976463768
287,REGENERON PHARMACEUTICALS INC,Healthcare,27.31,Low Risk,18.0,2.0,0,0.0,50.0,53.34752469413216,50.0,28.709677424951696
288,CINTAS CORP,Industrials,27.25,Low Risk,18.1,2.0,0,0.0,50.0,53.153533695244406,50.0,28.497594017415583
289,"MICRON TECHNOLOGY, INC.",Technology,27.19,Low Risk,18.2,2.0,0,0.0,50.0,52.95954269635666,50.0,28.287841196774227
290,ROSS STORES INC,Consumer Cyclical,27.19,Low Risk,18.2,2.0,0,0.0,50.0,52.95954269635666,50.0,28.287841196774227
291,"FRANKLIN RESOURCES, INC.",Financial Services,27.13,Low Risk,18.3,2.0,0,0.0,50.0,52.7655516974689,50.0,28.080380756685027
292,INCYTE GENOMICS INC,Healthcare,27.08,Low Risk,24.8,1.0,1,20.0,50.892762250927646,22.06765608680036,50.0,4.25338189454113
293,"UNITED PARCEL SERVICE, INC. CLASS B",Industrials,26.95,Low Risk,18.6,2.0,0,0.0,50.0,52.18357870080564,50.0,27.471383980932227
294,LAS VEGAS SANDS CORP.,Consumer Cyclical,26.89,Low Risk,18.7,2.0,0,0.0,50.0,51.98958770191789,50.0,27.27272727867901
295,HENRY (JACK) & ASSOCIATES,Technology,26.89,Low Risk,18.7,2.0,0,0.0,50.0,51.98958770191789,50.0,27.27272727867901
296,ZOETIS INC.,Healthcare,26.83,Low Risk,18.8,2.0,0,0.0,50.0,51.795596703030135,50.0,27.07618394559753
297,BRITANNIA INDUSTRIES LTD.,Consumer Defensive,26.8,Low Risk,26.0,1.0,1,20.0,51.998934015558184,19.739764100147326,50.0,3.610421836873174
298,"BLACKROCK, INC.",Financial Services,26.79,Low Risk,18.3,2.0,0,0.0,47.73568879523174,52.7655516974689,50.0,28.080380756685027
299,KOTAK MAHINDRA BANK LTD.,Financial Services,26.66,Low Risk,19.1,2.0,0,0.0,50.0,51.213623706366874,50.0,26.498902218582163
300,AMERICAN EXPRESS COMPANY,Financial Services,26.56,Low Risk,18.6,2.0,0,0.0,47.39818553246543,52.18357870080564,50.0,27.471383980932227
301,IQVIA HOLDINGS INC.,Healthcare,26.51,Low Risk,19.1,2.0,0,0.0,49.02356165739839,51.213623706366874,50.0,26.498902218582163
302,"PTC, INC",Technology,26.49,Low Risk,18.9,2.0,0,0.0,48.14899443818492,51.601605704142386,50.0,26.881720436145468
303,AMPHENOL CORPORATION,Technology,26.37,Low Risk,19.6,2.0,0,0.0,50.0,50.24366871192811,50.0,25.576036872653237
304,"FISERV, INC.",Technology,26.37,Low Risk,19.6,2.0,0,0.0,50.0,50.24366871192811,50.0,25.576036872653237
305,HUBBELL INCORPORATED,Industrials,26.37,Low Risk,19.6,2.0,0,0.0,50.0,50.24366871192811,50.0,25.576036872653237
306,BAJAJ FINSERV LTD.,Financial Services,26.32,Low Risk,26.5,1.0,1,20.0,50.0,18.769809105708553,50.0,3.3597078521156725
307,FEDEX CORPORATION,Industrials,26.32,Low Risk,19.7,2.0,0,0.0,50.0,50.04967771304036,50.0,25.397085318262132
308,CUMMINS INC.,Industrials,26.26,Low Risk,19.3,2.0,0,0.0,48.09252922593248,50.82564170859137,50.0,26.12401805733734
309,CENTENE CORPORATION,Healthcare,26.21,Low Risk,19.9,2.0,0,0.0,50.0,49.661695715264855,50.0,25.04457773373024
310,"ECOLAB, INC.",Basic Materials,26.21,Low Risk,19.9,2.0,0,0.0,50.0,49.661695715264855,50.0,25.04457773373024
311,DOLLAR TREE INC.,Consumer Defensive,26.1,Low Risk,20.1,2.0,0,0.0,50.0,49.27371371748934,50.0,24.69908522550391
312,SHRIRAM FINANCE LTD.,Financial Services,26.1,Low Risk,20.1,2.0,0,0.0,50.0,49.27371371748934,50.0,24.69908522550391
313,"ROPER TECHNOLOGIES, INC.",Technology,25.93,Low Risk,20.4,2.0,0,0.0,50.0,48.69174072082609,50.0,24.19354839360769
314,TEXAS INSTRUMENTS INCORPORATED,Technology,25.83,Low Risk,20.6,2.0,0,0.0,50.0,48.30375872305058,50.0,23.864704046642128
315,SKYWORKS SOLUTIONS INC,Technology,25.78,Low Risk,28.0,1.0,1,20.0,50.0,15.85994412239225,50.0,2.661290323129128
316,LYONDELLBASELL INDUSTRIES N.V. CLASS A,Basic Materials,25.77,Low Risk,20.7,2.0,0,0.0,50.0,48.10976772416283,50.0,23.702664803208638
317,"YUM! BRANDS, INC.",Consumer Cyclical,25.74,Low Risk,20.1,2.0,0,0.0,47.620845649861884,49.27371371748934,50.0,24.69908522550391
318,"AMERIPRISE FINANCIAL, INC.",Financial Services,25.66,Low Risk,20.3,2.0,0,0.0,47.79878057966442,48.88573171971384,50.0,24.360400451426475
319,EMERSON ELECTRIC CO.,Industrials,25.64,Low Risk,28.4,1.0,1,20.0,50.0,15.083980126841233,50.0,2.4875056797618704
320,D.R. HORTON INC.,Consumer Cyclical,25.61,Low Risk,21.0,2.0,0,0.0,50.0,47.52779472749957,50.0,23.22580645824289
321,RELIANCE INDUSTRIES LTD.,Energy,25.57,Low Risk,41.0,2.0,1,20.0,51.195944098794,8.729594949948897,50.0,7.175452404336983
322,"MARSH & MCLENNAN COMPANIES, INC.",Financial Services,25.56,Low Risk,21.1,2.0,0,0.0,50.0,47.333803728611805,50.0,23.06986699946118
323,"GENERAL MILLS, INC.",Consumer Defensive,25.56,Low Risk,21.1,2.0,0,0.0,50.0,47.333803728611805,50.0,23.06986699946118
324,"PULTEGROUP, INC.",Consumer Cyclical,25.4,Low Risk,21.4,2.0,0,0.0,50.0,46.75183073194855,50.0,22.610792891828762
325,MOLSON COORS BEVERAGE COMPANY CLASS B,Consumer Defensive,25.4,Low Risk,21.4,2.0,0,0.0,50.0,46.75183073194855,50.0,22.610792891828762
326,LTIMINDTREE LTD.,Technology,25.35,Low Risk,21.5,2.0,0,0.0,50.0,46.557839733060796,50.0,22.460615160493393
327,"CF INDUSTRIES HOLDING, INC.",Basic Materials,25.32,Low Risk,29.3,1.0,1,20.0,50.0,13.338061136851458,50.0,2.113839040433911
328,CMS ENERGY CORPORATION,Utilities,25.25,Low Risk,21.7,2.0,0,0.0,50.0,46.16985773528529,50.0,22.164412077489036
329,ALLIANT ENERGY CORPORATION,Utilities,25.25,Low Risk,21.4,2.0,0,0.0,48.94973434002406,46.75183073194855,50.0,22.610792891828762
330,ALLEGION PUBLIC LIMITED COMPANY,Industrials,25.2,Low Risk,21.8,2.0,0,0.0,50.0,45.975866736397535,50.0,22.01834863059376
331,ARTHUR J. GALLAGHER & CO.,Financial Services,25.12,Low Risk,21.2,2.0,0,0.0,47.42496066117872,47.139812729724056,50.0,22.915398667648457
332,THE ALLSTATE CORPORATION,Financial Services,25.1,Low Risk,22.0,2.0,0,0.0,50.0,45.58788473862203,50.0,21.730205285353048
333,DISCOVER FINANCIAL SERVICES,Financial Services,24.85,Low Risk,22.5,2.0,0,0.0,50.0,44.617929744183265,50.0,21.032258071315667
334,PINNACLE WEST CAPITAL CORPORATION,Utilities,24.8,Low Risk,30.8,1.0,1,20.0,50.0,10.428196153535161,50.0,1.5395894431825266
335,DEERE & COMPANY,Industrials,24.76,Low Risk,20.0,2.0,0,0.0,40.74464259684823,49.4677047163771,50.0,24.870967748346946
336,VERTEX PHARMACEUTICALS INC,Healthcare,24.75,Low Risk,22.7,2.0,0,0.0,50.0,44.22994774640776,50.0,20.761688226222482
337,BRISTOL-MYERS SQUIBB CO.,Healthcare,24.75,Low Risk,22.7,2.0,0,0.0,50.0,44.22994774640776,50.0,20.761688226222482
338,INVESCO LTD,Financial Services,24.7,Low Risk,22.8,2.0,0,0.0,50.0,44.035956747520004,50.0,20.62818336844544
339,BOSTON SCIENTIFIC CORP.,Healthcare,24.55,Low Risk,23.1,2.0,0,0.0,50.0,43.45398375085674,50.0,20.2346041123985
340,ARCH CAPITAL GROUP LTD,Financial Services,24.51,Low Risk,22.5,2.0,0,0.0,47.71848043375091,44.617929744183265,50.0,21.032258071315667
341,CLOROX COMPANY,Consumer Defensive,24.47,Low Risk,21.6,2.0,0,0.0,44.426246531140976,46.36384873417304,50.0,22.311827963706804
342,MICROCHIP TECHNOLOGY INC,Technology,24.45,Low Risk,31.8,1.0,1,20.0,50.0,8.488286164657623,50.0,1.1868533173980946
343,HINDUSTAN UNILEVER LTD.,Consumer Defensive,24.41,Low Risk,23.4,2.0,0,0.0,50.0,42.87201075419349,50.0,19.851116632143317
344,BLACKSTONE INC.,Financial Services,24.41,Low Risk,23.4,2.0,0,0.0,50.0,42.87201075419349,50.0,19.851116632143317
345,"CITIZENS FINANCIAL GROUP, INC.",Financial Services,24.36,Low Risk,23.5,2.0,0,0.0,50.0,42.67801975530573,50.0,19.725463287548127
346,CAMPBELL SOUP COMPANY,Consumer Defensive,24.36,Low Risk,23.5,2.0,0,0.0,50.0,42.67801975530573,50.0,19.725463287548127
347,THE CHARLES SCHWAB CORPORATION,Financial Services,24.31,Low Risk,23.3,2.0,0,0.0,49.000133312003456,43.06600175308124,50.0,19.977848546219516
348,NORTHERN TRUST CORP,Financial Services,24.17,Low Risk,23.9,2.0,0,0.0,50.0,41.902055759754724,50.0,19.233364833396905
349,DIVI'S LABORATORIES LTD.,Healthcare,24.11,Low Risk,32.8,1.0,1,20.0,50.0,6.548376175780085,50.0,0.855625491959854
350,"ASSURANT, INC.",Financial Services,24.08,Low Risk,24.1,2.0,0,0.0,50.0,41.51407376197921,50.0,18.993441313216902
351,"AMERICAN INTERNATIONAL GROUP, INC.",Financial Services,24.03,Low Risk,24.2,2.0,0,0.0,50.0,41.32008276309146,50.0,18.874966682383594
352,ELI LILLY & CO.,Healthcare,23.98,Low Risk,24.3,2.0,0,0.0,50.0,41.12609176420371,50.0,18.75746715139216
353,"CONSTELLATION BRANDS, INC.",Consumer Defensive,23.8,Low Risk,24.7,2.0,0,0.0,50.0,40.35012776865269,50.0,18.296983159486558
354,FASTENAL CO,Industrials,23.8,Low Risk,24.7,2.0,0,0.0,50.0,40.35012776865269,50.0,18.296983159486558
355,STEEL DYNAMICS INC,Basic Materials,23.76,Low Risk,33.0,1.0,1,20.0,48.12118578269841,6.16039417800458,50.0,0.791788856511003
356,CHUBB LIMITED,Financial Services,23.75,Low Risk,23.6,2.0,0,0.0,46.26167091035308,42.48402875641798,50.0,19.600874801804977
357,MGM RESORTS INTERNATIONAL,Consumer Cyclical,23.75,Low Risk,24.8,2.0,0,0.0,50.0,40.15613676976494,50.0,18.18418314937166
358,APOLLO HOSPITALS ENTERPRISE LTD.,Healthcare,23.66,Low Risk,25.0,2.0,0,0.0,50.0,39.76815477198943,50.0,17.961290329383555
359,"EOG RESOURCES, INC.",Energy,23.64,Low Risk,34.2,1.0,1,20.0,50.0,3.832502191351537,50.0,0.424448217432456
360,UNION PACIFIC CORP.,Industrials,23.59,Low Risk,23.5,2.0,0,0.0,44.86354490164315,42.67801975530573,50.0,19.725463287548127
361,COMERICA INCORPORATED,Financial Services,23.57,Low Risk,25.2,2.0,0,0.0,50.0,39.380172774213925,50.0,17.741935490663643
362,MORGAN STANLEY,Financial Services,23.54,Low Risk,24.6,2.0,0,0.0,47.98496293936246,40.544118767540446,50.0,18.410700242854062
363,ILLINOIS TOOL WORKS INC.,Industrials,23.52,Low Risk,25.3,2.0,0,0.0,50.0,39.18618177532617,50.0,17.633558594062396
364,LENNAR CORPORATION CLASS A,Consumer Cyclical,23.48,Low Risk,25.4,2.0,0,0.0,50.0,38.99219077643842,50.0,17.526035058851402
365,FORTIVE CORPORATION,Technology,23.44,Low Risk,34.8,1.0,1,20.0,50.0,2.6685561980250228,50.0,0.2502780868321022
366,HALLIBURTON COMPANY,Energy,23.39,Low Risk,25.6,2.0,0,0.0,50.0,38.60420877866291,50.0,17.313508071284875
367,WYNN RESORTS LTD,Consumer Cyclical,23.34,Low Risk,25.7,2.0,0,0.0,50.0,38.41021777977516,50.0,17.208485007389662
368,MARUTI SUZUKI INDIA LTD.,Consumer Cyclical,23.3,Low Risk,25.8,2.0,0,0.0,50.0,38.2162267808874,50.0,17.104276075772358
369,"PPG INDUSTRIES, INC.",Basic Materials,23.25,Low Risk,25.2,2.0,0,0.0,47.89154646591854,39.380172774213925,50.0,17.741935490663643
370,NORWEGIAN CRUISE LINE HOLDINGS LTD.S,Consumer Cyclical,23.25,Low Risk,25.9,2.0,0,0.0,50.0,38.022235781999655,50.0,17.00087184632944
371,"ZIMMER BIOMET HOLDINGS, INC.",Healthcare,23.21,Low Risk,26.0,2.0,0,0.0,50.0,37.8282447831119,50.0,16.89826303403575
372,"MCCORMICK & COMPANY, INCORPORATED NON-VTG CS",Consumer Defensive,23.16,Low Risk,26.1,2.0,0,0.0,50.0,37.63425378422414,50.0,16.796440496165467
373,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,23.16,Low Risk,26.1,2.0,0,0.0,50.0,37.63425378422414,50.0,16.796440496165467
374,EQT CORP,Energy,23.14,Low Risk,35.7,1.0,1,20.0,50.0,0.9226372080352405,50.0,0.0
375,COLGATE-PALMOLIVE COMPANY,Consumer Defensive,23.12,Low Risk,26.2,2.0,0,0.0,50.0,37.440262785336394,50.0,16.695395229576327
376,THE ESTEE LAUDER COMPANIES INC. CLASS A,Consumer Defensive,23.06,Low Risk,25.5,2.0,0,0.0,47.48954995036088,38.798199777550664,50.0,17.41935484548484
377,AMERICAN AIRLINES GROUP INC.,Industrials,23.03,Low Risk,26.4,2.0,0,0.0,50.0,37.05228078756089,50.0,16.49560117972881
378,"XCEL ENERGY, INC.",Utilities,22.99,Low Risk,26.5,2.0,0,0.0,50.0,36.85828978867313,50.0,16.39683506452071
379,ALBEMARLE CORPORATION,Basic Materials,22.94,Low Risk,26.6,2.0,0,0.0,50.0,36.66429878978538,50.0,16.29881155168233
380,FMC CORPORATION,Basic Materials,22.9,Low Risk,30.7,1.0,1,20.0,37.1376580784327,10.622187152422917,50.0,1.576126931129826
381,EASTMAN CHEMICAL COMPANY,Basic Materials,22.87,Low Risk,25.3,2.0,0,0.0,45.66309947293511,39.18618177532617,50.0,17.633558594062396
382,DUKE ENERGY CORPORATION,Utilities,22.77,Low Risk,27.0,2.0,0,0.0,50.0,35.88833479423437,50.0,15.913978501277146
383,CELANESE CORPORATION,Basic Materials,22.75,Low Risk,26.1,2.0,0,0.0,47.22507649454868,37.63425378422414,50.0,16.796440496165467
384,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Cyclical,22.7,Low Risk,20.7,2.0,0,0.0,29.53447792717806,48.10976772416283,50.0,23.702664803208638
385,"STANLEY BLACK & DECKER, INC.",Industrials,22.7,Low Risk,25.3,2.0,0,0.0,44.52750510923815,39.18618177532617,50.0,17.633558594062396
386,AMEREN CORPORATION,Utilities,22.68,Low Risk,27.2,2.0,0,0.0,50.0,35.50035279645886,50.0,15.725806458246577
