rank,company_name,sector,risk_score,risk_tier,total_esg_risk_score,controversy_score,source,gw_proxy_score,comp_proxy,comp_linguistic,comp_divergence,comp_credibility_inv,comp_controversy_ratio
220,"PRINCIPAL FINANCIAL GROUP, INC.",Financial Services,39.09,Low Risk,14.2,1.0,SP500,2,40.0,51.944544026514684,37.332826050863986,50.0,14.652430711246293
221,"EXTRA SPACE STORAGE, INC.",Real Estate,38.99,Low Risk,15.2,1.0,SP500,2,40.0,54.616444307587756,35.59641553687031,50.0,13.05178268127727
222,"SALESFORCE, INC.",Technology,38.58,Low Risk,14.9,1.0,SP500,2,40.0,50.932727604287194,36.11733869106841,50.0,13.509417621404356
223,XPO LOGISTICS INC,Unknown,34.28,Low Risk,19.12393162393162,2.0,NEW_ESG_DATA,1,20.0,50.0,48.745831784465224,50.0,26.453631291043475
224,ABBVIE INC.,Healthcare,34.25,Low Risk,29.9,3.0,SP500,1,20.0,50.0,49.99712573232741,50.0,24.986514199265
225,HORMEL FOODS CORPORATION,Consumer Defensive,34.2,Low Risk,30.0,3.0,SP500,1,20.0,50.0,49.82348468092805,50.0,24.870967754105
226,WEST PHARMACEUTICAL SERVICES INC,Unknown,34.19,Low Risk,19.284188034188034,2.0,NEW_ESG_DATA,1,20.0,50.0,48.467560868761105,50.0,26.15337325254544
227,HUNTINGTON INGALLS INDUSTRIES INC,Unknown,34.19,Low Risk,19.284188034188034,2.0,NEW_ESG_DATA,1,20.0,50.0,48.467560868761105,50.0,26.15337325254544
228,LABCORP HOLDINGS INC.,Healthcare,34.15,Low Risk,19.7,2.0,SP500,1,20.0,51.19025128376735,47.74554059948083,50.0,25.397085318262146
229,ZENDESK INC,Unknown,34.14,Low Risk,19.39102564102564,2.0,NEW_ESG_DATA,1,20.0,50.0,48.282046924958365,50.0,25.95595841731483
230,OLD DOMINION FREIGHT LINE INC,Unknown,34.05,Low Risk,19.551282051282055,2.0,NEW_ESG_DATA,1,20.0,50.0,48.003776009254246,50.0,25.663881550434663
231,MARATHON PETROLEUM CORPORATION,Energy,33.99,Low Risk,30.5,3.0,SP500,1,20.0,50.0,48.95527942393121,50.0,24.30460075241538
232,PROGRESSIVE CORPORATION,Financial Services,33.95,Low Risk,20.0,2.0,SP500,1,20.0,50.919014134426355,47.224617445282725,50.0,24.87096774834694
233,GLOBE LIFE INC.,Financial Services,33.92,Low Risk,20.4,2.0,SP500,1,20.0,52.04803379216158,46.53005323968526,50.0,24.19354839360771
234,CUMMINS INC.,Industrials,33.9,Low Risk,19.3,2.0,SP500,1,20.0,48.09252922593248,48.4401048050783,50.0,26.12401805733734
235,HALLMARK FINANCIAL SERVICES INC,Unknown,33.79,Low Risk,42.0940170940171,4.0,NEW_ESG_DATA,1,20.0,50.0,48.7862786180396,50.0,23.152317027700544
236,SIRIUS XM HOLDINGS INC,Unknown,33.77,Low Risk,42.1474358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,48.69352164613823,50.0,23.1107077293733
237,HAMILTON BEACH BRANDS HOLDING CO,Unknown,33.77,Low Risk,42.1474358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,48.69352164613823,50.0,23.1107077293733
238,XINYUAN REAL ESTATE CO LTD,Unknown,33.77,Low Risk,42.1474358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,48.69352164613823,50.0,23.1107077293733
239,METACRINE INC,Healthcare,33.77,Low Risk,42.1474358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,48.69352164613823,50.0,23.1107077293733
240,AKARI THERAPEUTICS PLC,Unknown,33.75,Low Risk,42.2008547008547,4.0,NEW_ESG_DATA,1,20.0,50.0,48.60076467423686,50.0,23.06920377104179
241,ARBUTUS BIOPHARMA CORP,Healthcare,33.73,Low Risk,42.254273504273506,4.0,NEW_ESG_DATA,1,20.0,50.0,48.50800770233548,50.0,23.027804753186434
242,ACCOLADE INC,Unknown,33.71,Low Risk,42.30769230769231,4.0,NEW_ESG_DATA,1,20.0,50.0,48.41525073043412,50.0,22.986510278305442
243,U.S. BANCORP,Financial Services,33.7,Low Risk,30.3,3.0,SP500,1,20.0,47.47689239079113,49.30256152672994,50.0,24.528904515461516
244,ALLEGIANT TRAVEL CO,Industrials,33.69,Low Risk,42.361111111111114,4.0,NEW_ESG_DATA,1,20.0,50.0,48.322493758532744,50.0,22.945319950902057
245,AIB ACQUISITION CORP,Unknown,33.67,Low Risk,42.414529914529915,4.0,NEW_ESG_DATA,1,20.0,50.0,48.22973678663138,50.0,22.904233377471957
246,ACHIEVE LIFE SCIENCES INC,Healthcare,33.67,Low Risk,42.414529914529915,4.0,NEW_ESG_DATA,1,20.0,50.0,48.22973678663138,50.0,22.904233377471957
247,ATLANTIC AMERICAN CORP,Unknown,33.65,Low Risk,42.467948717948715,4.0,NEW_ESG_DATA,1,20.0,50.0,48.13697981473001,50.0,22.86325016649072
248,ADITXT INC,Healthcare,33.61,Low Risk,42.574786324786324,4.0,NEW_ESG_DATA,1,20.0,50.0,47.951465870927265,50.0,22.78159227560204
249,CLOVIS ONCOLOGY INC,Healthcare,33.57,Low Risk,42.68162393162393,4.0,NEW_ESG_DATA,1,20.0,50.0,47.76595192712452,50.0,22.700343185168283
250,ACELRX PHARMACEUTICALS INC,Unknown,33.57,Low Risk,42.68162393162393,4.0,NEW_ESG_DATA,1,20.0,50.0,47.76595192712452,50.0,22.700343185168283
251,ADVANCE AUTO PARTS INC,Unknown,33.53,Low Risk,42.78846153846154,4.0,NEW_ESG_DATA,1,20.0,50.0,47.58043798332177,50.0,22.61949983301375
252,BANK OF NEW YORK MELLON CORPORATION,Financial Services,33.51,Low Risk,20.9,2.0,SP500,1,20.0,51.03291087791653,45.66184798268842,50.0,23.38323816064859
253,HAPPINESS DEVELOPMENT GROUP LTD,Unknown,33.47,Low Risk,42.94871794871795,4.0,NEW_ESG_DATA,1,20.0,50.0,47.30216706761766,50.0,22.498988940529483
254,ADICET BIO INC,Healthcare,33.45,Low Risk,43.00213675213675,4.0,NEW_ESG_DATA,1,20.0,50.0,47.209410095716294,50.0,22.459018246997392
255,ALDEYRA THERAPEUTICS INC,Healthcare,33.37,Low Risk,43.215811965811966,4.0,NEW_ESG_DATA,1,20.0,50.0,46.8383822081108,50.0,22.300123623512345
256,UTAH MEDICAL PRODUCTS INC,Unknown,33.35,Low Risk,43.26923076923077,4.0,NEW_ESG_DATA,1,20.0,50.0,46.745625236209435,50.0,22.26064517539332
257,LINDE PLC,Basic Materials,33.33,Low Risk,43.322649572649574,4.0,NEW_ESG_DATA,1,20.0,50.0,46.652868264308054,50.0,22.221264084729555
258,PROCEPT BIOROBOTICS CORP,Unknown,33.31,Low Risk,43.376068376068375,4.0,NEW_ESG_DATA,1,20.0,50.0,46.56011129240669,50.0,22.181979991826026
259,PHARMACYTE BIOTECH INC,Healthcare,33.27,Low Risk,43.48290598290598,4.0,NEW_ESG_DATA,1,20.0,50.0,46.37459734860395,50.0,22.10370136935726
260,AKOUOS INC,Healthcare,33.25,Low Risk,43.53632478632478,4.0,NEW_ESG_DATA,1,20.0,50.0,46.281840376702576,50.0,22.064706129207142
261,HAWAIIAN HOLDINGS INC,Industrials,33.25,Low Risk,43.53632478632478,4.0,NEW_ESG_DATA,1,20.0,50.0,46.281840376702576,50.0,22.064706129207142
262,WILLIAMS COMPANIES INC.,Energy,33.23,Low Risk,21.8,2.0,SP500,1,20.0,52.108453534081455,44.09907852009412,50.0,22.01834863059376
263,"NEXTRA ENERGY, INC.",Utilities,33.22,Low Risk,23.3,2.0,SP500,1,20.0,56.6713908308356,41.494462749103604,50.0,19.977848546219526
264,"THE INTERPUBLIC GROUP OF COMPANIES, INC.",Communication Services,33.2,Low Risk,10.3,1.0,SP500,1,20.0,50.0,44.10482705543931,50.0,23.864704030359537
265,COMCAST CORP,Communication Services,33.2,Low Risk,23.1,2.0,SP500,1,20.0,55.952498282966836,41.84174485190234,50.0,20.234604112398497
266,PATRIOT NATIONAL BANCORP INC,Unknown,33.17,Low Risk,43.75,4.0,NEW_ESG_DATA,1,20.0,50.0,45.91081248909709,50.0,21.90967743332318
267,MICROVAST HOLDINGS INC,Unknown,33.17,Low Risk,43.75,4.0,NEW_ESG_DATA,1,20.0,50.0,45.91081248909709,50.0,21.90967743332318
268,POWERED BRANDS,Unknown,33.15,Low Risk,43.8034188034188,4.0,NEW_ESG_DATA,1,20.0,50.0,45.818055517195724,50.0,21.871156583583666
269,ARTISAN ACQUISITION CORP,Unknown,33.09,Low Risk,43.96367521367522,4.0,NEW_ESG_DATA,1,20.0,50.0,45.5397846014916,50.0,21.756155699245767
270,ARCA BIOPHARMA INC,Healthcare,33.07,Low Risk,44.01709401709402,4.0,NEW_ESG_DATA,1,20.0,50.0,45.44702762959023,50.0,21.71800815670645
271,ETSY INC,Unknown,33.06,Low Risk,44.07051282051282,4.0,NEW_ESG_DATA,1,20.0,50.0,45.354270657688865,50.0,21.679953093058124
272,HUNTINGTON BANCSHARES INC,Financial Services,33.06,Low Risk,21.8,2.0,SP500,1,20.0,50.965131072000815,44.09907852009412,50.0,22.01834863059376
273,CSX CORPORATION,Industrials,33.05,Low Risk,21.9,2.0,SP500,1,20.0,51.22524485858966,43.92543746869475,50.0,21.873619096454902
274,ZEPP HEALTH CORP,Unknown,32.98,Low Risk,44.284188034188034,4.0,NEW_ESG_DATA,1,20.0,50.0,44.98324277008337,50.0,21.528650934089406
275,ADVANCED EMISSIONS SOLUTIONS INC,Basic Materials,32.96,Low Risk,44.337606837606835,4.0,NEW_ESG_DATA,1,20.0,50.0,44.890485798182006,50.0,21.49105325904442
276,ACRI CAPITAL ACQUISITION CORP,Unknown,32.94,Low Risk,44.39102564102564,4.0,NEW_ESG_DATA,1,20.0,50.0,44.79772882628063,50.0,21.453546071785315
277,ADAMIS PHARMACEUTICALS CORP,Unknown,32.92,Low Risk,44.44444444444444,4.0,NEW_ESG_DATA,1,20.0,50.0,44.70497185437927,50.0,21.41612904603403
278,SEAGATE TECHNOLOGY HOLDINGS PLCS,Technology,32.9,Low Risk,10.7,1.0,SP500,1,20.0,50.0,43.41026284984184,50.0,22.610792876740806
279,AGILE THERAPEUTICS INC,Unknown,32.9,Low Risk,44.49786324786325,4.0,NEW_ESG_DATA,1,20.0,50.0,44.612214882477886,50.0,21.378801857079246
280,ADIAL PHARMACEUTICALS INC,Unknown,32.9,Low Risk,44.49786324786325,4.0,NEW_ESG_DATA,1,20.0,50.0,44.612214882477886,50.0,21.378801857079246
281,THE KRAFT HEINZ COMPANY,Consumer Defensive,32.9,Low Risk,33.7,3.0,SP500,1,20.0,51.52391810935797,43.39876577915145,50.0,21.07782139548993
282,APTIV PLC,Consumer Cyclical,32.9,Low Risk,10.7,1.0,SP500,1,20.0,50.0,43.41026284984184,50.0,22.610792876740806
283,AFYA LTD,Unknown,32.8,Low Risk,44.76495726495727,4.0,NEW_ESG_DATA,1,20.0,50.0,44.14843002297103,50.0,21.19350220785233
284,DAVITA INC.,Healthcare,32.79,Low Risk,22.6,2.0,SP500,1,20.0,51.6550243032689,42.70995010889917,50.0,20.896374542917354
285,YALLA GROUP LTD,Unknown,32.78,Low Risk,44.81837606837607,4.0,NEW_ESG_DATA,1,20.0,50.0,44.05567305106966,50.0,21.156707307302565
286,HUMANA INC.,Healthcare,32.77,Low Risk,22.5,2.0,SP500,1,20.0,51.201691620953035,42.88359116029854,50.0,21.032258071315663
287,ROBERT HALF INC.,Industrials,32.76,Low Risk,10.9,1.0,SP500,1,20.0,50.0,43.0629807470431,50.0,22.018348616054414
288,CARRIER GLOBAL CORP,Unknown,32.72,Low Risk,44.97863247863248,4.0,NEW_ESG_DATA,1,20.0,50.0,43.77740213536555,50.0,21.046846998535095
289,CAESARS ENTERTAINMENT INC,Unknown,32.7,Low Risk,45.032051282051285,4.0,NEW_ESG_DATA,1,20.0,50.0,43.68464516346417,50.0,21.01040065648052
290,MYMD PHARMACEUTICALS INC,Unknown,32.68,Low Risk,45.085470085470085,4.0,NEW_ESG_DATA,1,20.0,50.0,43.5918881915628,50.0,20.974040680165402
291,ALIMERA SCIENCES INC,Unknown,32.67,Low Risk,45.138888888888886,4.0,NEW_ESG_DATA,1,20.0,50.0,43.499131219661436,50.0,20.937766762965804
292,HANMI FINANCIAL CORP,Unknown,32.65,Low Risk,45.19230769230769,4.0,NEW_ESG_DATA,1,20.0,50.0,43.406374247760056,50.0,20.90157859970755
293,MANNATECH INC,Unknown,32.65,Low Risk,45.19230769230769,4.0,NEW_ESG_DATA,1,20.0,50.0,43.406374247760056,50.0,20.90157859970755
294,GYRODYNE LLC,Unknown,32.57,Low Risk,45.4059829059829,4.0,NEW_ESG_DATA,1,20.0,50.0,43.035346360154584,50.0,20.757677432868668
295,GILEAD SCIENCES INC,Healthcare,32.55,Low Risk,23.0,2.0,SP500,1,20.0,51.31548582061607,42.015385903301706,50.0,20.36465638831016
296,AFC GAMMA INC,Unknown,32.55,Low Risk,45.45940170940171,4.0,NEW_ESG_DATA,1,20.0,50.0,42.9425893882532,50.0,20.72191351185049
297,SEMPRA,Utilities,32.46,Low Risk,23.6,2.0,SP500,1,20.0,52.473227442200134,40.9735395949055,50.0,19.600874801804995
298,TATA CONSULTANCY SERVICES LTD.,Technology,32.42,Low Risk,11.4,1.0,NIFTY50,1,20.0,50.0,42.19477549004627,50.0,20.62818335515352
299,DISH NETWORK CORP,Unknown,32.42,Low Risk,45.833333333333336,4.0,NEW_ESG_DATA,1,20.0,50.0,42.2932905849436,50.0,20.47390030665405
300,WABTEC INC.,Industrials,32.37,Low Risk,23.3,2.0,SP500,1,20.0,50.99193332870156,41.494462749103604,50.0,19.977848546219526
301,ACACIA RESEARCH CORP,Financial Services,32.36,Low Risk,45.993589743589745,4.0,NEW_ESG_DATA,1,20.0,50.0,42.015019669239486,50.0,20.36884344372587
302,ZUORA INC,Unknown,32.34,Low Risk,46.047008547008545,4.0,NEW_ESG_DATA,1,20.0,50.0,41.92226269733812,50.0,20.333986990364515
303,ADVENT TECHNOLOGIES HOLDINGS INC,Unknown,32.32,Low Risk,46.10042735042735,4.0,NEW_ESG_DATA,1,20.0,50.0,41.82950572543674,50.0,20.299211316732826
304,CLEVER LEAVES HOLDINGS INC,Unknown,32.32,Low Risk,46.10042735042735,4.0,NEW_ESG_DATA,1,20.0,50.0,41.82950572543674,50.0,20.299211316732826
305,TECH MAHINDRA LTD.,Technology,32.29,Low Risk,11.6,1.0,NIFTY50,1,20.0,50.0,41.84749338724754,50.0,20.10567296395839
306,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,Unknown,32.24,Low Risk,46.31410256410256,4.0,NEW_ESG_DATA,1,20.0,50.0,41.45847783783126,50.0,20.16091082921011
307,ALIGOS THERAPEUTICS INC,Healthcare,32.2,Low Risk,46.42094017094017,4.0,NEW_ESG_DATA,1,20.0,50.0,41.272963894028514,50.0,20.09223803247116
308,PORCH GROUP INC,Unknown,32.2,Low Risk,46.42094017094017,4.0,NEW_ESG_DATA,1,20.0,50.0,41.272963894028514,50.0,20.09223803247116
309,PRIMEENERGY RESOURCES CORP,Unknown,32.07,Low Risk,46.794871794871796,4.0,NEW_ESG_DATA,1,20.0,50.0,40.623665090718916,50.0,19.8543526423972
310,ABSCI CORP,Unknown,32.05,Low Risk,46.848290598290596,4.0,NEW_ESG_DATA,1,20.0,50.0,40.53090811881755,50.0,19.8206790141231
311,SI-BONE INC,Unknown,32.03,Low Risk,46.901709401709404,4.0,NEW_ESG_DATA,1,20.0,50.0,40.43815114691617,50.0,19.78708209115257
312,ACLARIS THERAPEUTICS INC,Unknown,32.01,Low Risk,46.955128205128204,4.0,NEW_ESG_DATA,1,20.0,50.0,40.3453941750148,50.0,19.75356161169277
313,AMMO INC,Unknown,32.01,Low Risk,46.955128205128204,4.0,NEW_ESG_DATA,1,20.0,50.0,40.3453941750148,50.0,19.75356161169277
314,ADAPTHEALTH CORP,Unknown,32.0,Low Risk,47.00854700854701,4.0,NEW_ESG_DATA,1,20.0,50.0,40.25263720311342,50.0,19.720117315140815
315,"O'REILLY AUTOMOTIVE, INC.",Consumer Cyclical,31.98,Low Risk,12.1,1.0,SP500,1,20.0,50.0,40.9792881302507,50.0,18.874966670585103
316,ACNB CORP,Unknown,31.96,Low Risk,47.11538461538461,4.0,NEW_ESG_DATA,1,20.0,50.0,40.06712325931069,50.0,19.6534562342583
317,MARKETAXESS HOLDINGS INC,Financial Services,31.94,Low Risk,47.16880341880342,4.0,NEW_ESG_DATA,1,20.0,50.0,39.97436628740931,50.0,19.620238934611262
318,INSULET CORP,Unknown,31.94,Low Risk,47.16880341880342,4.0,NEW_ESG_DATA,1,20.0,50.0,39.97436628740931,50.0,19.620238934611262
319,ACE CONVERGENCE ACQUISITION CORP,Unknown,31.9,Low Risk,47.27564102564102,4.0,NEW_ESG_DATA,1,20.0,50.0,39.78885234360658,50.0,19.55402953734866
320,HARBOR CUSTOM DEVELOPMENT INC,Unknown,31.9,Low Risk,47.27564102564102,4.0,NEW_ESG_DATA,1,20.0,50.0,39.78885234360658,50.0,19.55402953734866
321,ACUTUS MEDICAL INC,Unknown,31.9,Low Risk,47.27564102564102,4.0,NEW_ESG_DATA,1,20.0,50.0,39.78885234360658,50.0,19.55402953734866
322,HYATT HOTELS CORP,Unknown,31.86,Low Risk,47.38247863247863,4.0,NEW_ESG_DATA,1,20.0,50.0,39.60333839980383,50.0,19.488118716849293
323,"AIR PRODUCTS & CHEMICALS, INC.",Basic Materials,31.86,Low Risk,12.3,1.0,SP500,1,20.0,50.0,40.632006027451965,50.0,18.410700231436138
324,COSTAMARE INC,Unknown,31.81,Low Risk,47.542735042735046,4.0,NEW_ESG_DATA,1,20.0,50.0,39.32506748409971,50.0,19.38980791436276
325,CLEARSIDE BIOMEDICAL INC,Unknown,31.79,Low Risk,47.59615384615385,4.0,NEW_ESG_DATA,1,20.0,50.0,39.232310512198346,50.0,19.357184763668545
326,CHARTER COMM INC DEL CL A,Communication Services,31.77,Low Risk,24.7,2.0,SP500,1,20.0,51.082082099863214,39.06348802951246,50.0,18.296983159486576
327,"DOMINION ENERGY, INC",Utilities,31.77,Low Risk,26.4,2.0,SP500,1,20.0,55.88969014428773,36.11159015572322,50.0,16.495601179728805
328,ADDUS HOMECARE CORP,Unknown,31.75,Low Risk,47.702991452991455,4.0,NEW_ESG_DATA,1,20.0,50.0,39.0467965683956,50.0,19.292157654781935
329,YUM CHINA HOLDINGS INC,Unknown,31.73,Low Risk,47.756410256410255,4.0,NEW_ESG_DATA,1,20.0,50.0,38.95403959649423,50.0,19.259753206226
330,EURO TECH HOLDINGS COMPANY LTD,Unknown,31.71,Low Risk,47.80982905982906,4.0,NEW_ESG_DATA,1,20.0,50.0,38.86128262459285,50.0,19.227421169845595
331,AIKIDO PHARMA INC,Healthcare,31.69,Low Risk,47.863247863247864,4.0,NEW_ESG_DATA,1,20.0,50.0,38.76852565269149,50.0,19.195161303189238
332,MVB FINANCIAL CORP,Unknown,31.69,Low Risk,47.863247863247864,4.0,NEW_ESG_DATA,1,20.0,50.0,38.76852565269149,50.0,19.195161303189238
333,LINCOLN NATIONAL CORP,Unknown,31.67,Low Risk,12.606837606837608,1.0,NEW_ESG_DATA,1,20.0,50.0,40.09920998085048,50.0,17.727063965305227
334,WESTERN UNION CO,Unknown,31.66,Low Risk,47.97008547008547,4.0,NEW_ESG_DATA,1,20.0,50.0,38.58301170888874,50.0,19.130857114642556
335,ABVC BIOPHARMA INC,Healthcare,31.64,Low Risk,48.02350427350427,4.0,NEW_ESG_DATA,1,20.0,50.0,38.490254736987374,50.0,19.098812313231065
336,COMMERCIAL METALS CO,Unknown,31.6,Low Risk,48.13034188034188,4.0,NEW_ESG_DATA,1,20.0,50.0,38.30474079318463,50.0,19.034936105311992
337,SPORTS VENTURES ACQUISITION CORP,Unknown,31.6,Low Risk,48.13034188034188,4.0,NEW_ESG_DATA,1,20.0,50.0,38.30474079318463,50.0,19.034936105311992
338,CHEETAH MOBILE INC,Unknown,31.58,Low Risk,48.18376068376068,4.0,NEW_ESG_DATA,1,20.0,50.0,38.21198382128326,50.0,19.003104225644986
339,AKEBIA THERAPEUTICS INC,Healthcare,31.56,Low Risk,48.23717948717949,4.0,NEW_ESG_DATA,1,20.0,50.0,38.11922684938189,50.0,18.97134284847999
340,HEICO CORP,Industrials,31.56,Low Risk,48.23717948717949,4.0,NEW_ESG_DATA,1,20.0,50.0,38.11922684938189,50.0,18.97134284847999
341,HOME BANCORP INC,Financial Services,31.54,Low Risk,48.29059829059829,4.0,NEW_ESG_DATA,1,20.0,50.0,38.02646987748052,50.0,18.939651739848532
342,UXIN LTD,Unknown,31.51,Low Risk,48.3974358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,37.84095593367777,50.0,18.876479397477173
343,PRAXIS PRECISION MEDICINES INC,Healthcare,31.51,Low Risk,48.3974358974359,4.0,NEW_ESG_DATA,1,20.0,50.0,37.84095593367777,50.0,18.876479397477173
344,AEGLEA BIO THERAPEUTICS INC,Healthcare,31.47,Low Risk,48.504273504273506,4.0,NEW_ESG_DATA,1,20.0,50.0,37.65544198987503,50.0,18.813585347362903
345,GOLDMAN SACHS GROUP INC.,Financial Services,31.43,Low Risk,25.5,2.0,SP500,1,20.0,51.10114351337768,37.674359618317524,50.0,17.419354845484836
346,DOW INC,Basic Materials,31.43,Low Risk,48.611111111111114,4.0,NEW_ESG_DATA,1,20.0,50.0,37.46992804607228,50.0,18.75096775461171
347,"NASDAQ, INC.",Financial Services,31.39,Low Risk,13.1,1.0,SP500,1,20.0,50.0,39.242877616257026,50.0,16.695395219510388
348,"MOTOROLA SOLUTIONS, INC.",Technology,31.39,Low Risk,13.1,1.0,SP500,1,20.0,50.0,39.242877616257026,50.0,16.695395219510388
349,PUBLIC STORAGE,Real Estate,31.39,Low Risk,13.1,1.0,SP500,1,20.0,50.0,39.242877616257026,50.0,16.695395219510388
350,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,31.39,Low Risk,13.1,1.0,SP500,1,20.0,50.0,39.242877616257026,50.0,16.695395219510388
351,SENMIAO TECHNOLOGY LTD,Financial Services,31.38,Low Risk,48.77136752136752,4.0,NEW_ESG_DATA,1,20.0,50.0,37.19165713036817,50.0,18.657555748776865
352,XPENG INC,Unknown,31.38,Low Risk,48.77136752136752,4.0,NEW_ESG_DATA,1,20.0,50.0,37.19165713036817,50.0,18.657555748776865
353,CANNAE HOLDINGS INC,Financial Services,31.34,Low Risk,48.87820512820513,4.0,NEW_ESG_DATA,1,20.0,50.0,37.006143186565424,50.0,18.595621376966438
354,EVER-GLORY INTERNATIONAL GROUP INC,Unknown,31.34,Low Risk,48.87820512820513,4.0,NEW_ESG_DATA,1,20.0,50.0,37.006143186565424,50.0,18.595621376966438
355,CNFINANCE HOLDINGS LTD,Financial Services,31.32,Low Risk,48.93162393162393,4.0,NEW_ESG_DATA,1,20.0,50.0,36.91338621466406,50.0,18.564755611975745
356,X FINANCIAL,Financial Services,31.32,Low Risk,48.93162393162393,4.0,NEW_ESG_DATA,1,20.0,50.0,36.91338621466406,50.0,18.564755611975745
357,AGM GROUP HOLDINGS INC,Financial Services,31.3,Low Risk,48.98504273504273,4.0,NEW_ESG_DATA,1,20.0,50.0,36.82062924276269,50.0,18.53395716599265
358,UTIME LTD,Unknown,31.27,Low Risk,49.09188034188034,4.0,NEW_ESG_DATA,1,20.0,50.0,36.635115298959946,50.0,18.472561352019778
359,MINERVA SURGICAL INC,Unknown,31.25,Low Risk,49.14529914529915,4.0,NEW_ESG_DATA,1,20.0,50.0,36.542358327058565,50.0,18.441963546903924
360,AIRSCULPT TECHNOLOGIES INC,Unknown,31.25,Low Risk,49.14529914529915,4.0,NEW_ESG_DATA,1,20.0,50.0,36.542358327058565,50.0,18.441963546903924
361,WARRIOR MET COAL INC,Energy,31.23,Low Risk,49.19871794871795,4.0,NEW_ESG_DATA,1,20.0,50.0,36.4496013551572,50.0,18.41143218653316
362,PLAYA HOTELS & RESORTS NV,Unknown,31.23,Low Risk,49.19871794871795,4.0,NEW_ESG_DATA,1,20.0,50.0,36.4496013551572,50.0,18.41143218653316
363,YIREN DIGITAL LTD,Financial Services,31.14,Low Risk,49.465811965811966,4.0,NEW_ESG_DATA,1,20.0,50.0,35.98581649565034,50.0,18.25976452162417
364,LAM RESEARCH CORP,Technology,31.12,Low Risk,13.6,1.0,SP500,1,20.0,50.0,38.37467235926019,50.0,15.72580644890715
365,ADVANCED MICRO DEVICES INC,Technology,31.1,Low Risk,49.572649572649574,4.0,NEW_ESG_DATA,1,20.0,50.0,35.800302551847594,50.0,18.199555073614953
366,ATA CREATIVITY GLOBAL,Unknown,31.1,Low Risk,49.572649572649574,4.0,NEW_ESG_DATA,1,20.0,50.0,35.800302551847594,50.0,18.199555073614953
367,AFFINITY BANCSHARES INC,Unknown,31.08,Low Risk,49.626068376068375,4.0,NEW_ESG_DATA,1,20.0,50.0,35.707545579946235,50.0,18.16954756615716
368,PLAYSTUDIOS INC,Unknown,31.08,Low Risk,49.626068376068375,4.0,NEW_ESG_DATA,1,20.0,50.0,35.707545579946235,50.0,18.16954756615716
369,ACUMEN PHARMACEUTICALS INC,Healthcare,31.06,Low Risk,49.67948717948718,4.0,NEW_ESG_DATA,1,20.0,50.0,35.614788608044854,50.0,18.139604590973462
370,ARMADA ACQUISITION CORP I,Unknown,31.04,Low Risk,49.73290598290598,4.0,NEW_ESG_DATA,1,20.0,50.0,35.52203163614348,50.0,18.10972594011882
371,AADI BIOSCIENCE INC,Healthcare,31.03,Low Risk,49.78632478632478,4.0,NEW_ESG_DATA,1,20.0,50.0,35.42927466424212,50.0,18.07991140654068
372,ENTERGY CORPORATION,Utilities,31.02,Low Risk,26.7,2.0,SP500,1,20.0,51.70002472210019,35.59066700152512,50.0,16.20152229736683
373,AUTOMATIC DATA PROCESSING,Industrials,31.01,Low Risk,13.8,1.0,SP500,1,20.0,50.0,38.02739025646145,50.0,15.357643756287029
374,AES CORPORATION,Utilities,31.01,Low Risk,26.7,2.0,SP500,1,20.0,51.58175050575704,35.59066700152512,50.0,16.20152229736683
375,AF ACQUISITION CORP,Unknown,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
376,GRANITE CONSTRUCTION INC,Industrials,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
377,POLAR POWER INC,Unknown,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
378,ZIONS BANCORPORATION NA,Unknown,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
379,ALLIED ESPORTS ENTERTAINMENT INC,Unknown,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
380,"PALO ALTO NETWORKS, INC.",Technology,30.95,Low Risk,13.9,1.0,SP500,1,20.0,50.0,37.85374920506209,50.0,15.177535388671451
381,XL FLEET CORP,Unknown,30.95,Low Risk,50.0,4.0,NEW_ESG_DATA,1,20.0,50.0,35.05824677663662,50.0,17.961290334911283
382,"SIMON PROPERTY GROUP, INC.",Real Estate,30.9,Low Risk,14.0,1.0,SP500,1,20.0,50.0,37.680108153662715,50.0,14.999999997734253
383,ACHILLES THERAPEUTICS PLC,Healthcare,30.61,Low Risk,39.15598290598291,3.0,NEW_ESG_DATA,1,20.0,50.0,33.924939697032976,50.0,16.792395380442123
