rank,company_name,sector,risk_score,risk_tier,total_esg_risk_score,controversy_score,source,gw_proxy_score,comp_proxy,comp_linguistic,comp_divergence,comp_credibility_inv,comp_controversy_ratio
46,CATERPILLAR INC.,Industrials,52.13,Moderate Risk,36.2,4.0,SP500,3,60.0,50.0,59.02071186974932,50.0,28.497594027961174
47,"METLIFE, INC.",Financial Services,52.08,Moderate Risk,16.4,2.0,SP500,3,60.0,51.249739648421034,53.47569529565995,50.0,32.45476003586235
48,CORNING INCORPORATED,Technology,51.98,Moderate Risk,16.5,2.0,SP500,3,60.0,51.003881139799454,53.30205424426059,50.0,32.19941349422224
49,"TYSON FOODS, INC.",Consumer Defensive,51.93,Moderate Risk,35.9,4.0,SP500,3,60.0,47.827455747013026,59.54163502394742,50.0,28.81660528181313
50,"SERVICENOW, INC.",Technology,51.93,Moderate Risk,16.6,2.0,SP500,3,60.0,51.09631548804431,53.12841319286122,50.0,31.947143416937397
51,"WASTE MANAGEMENT, INC.",Industrials,51.92,Moderate Risk,16.6,2.0,SP500,3,60.0,51.04151598873648,53.12841319286122,50.0,31.947143416937397
52,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,51.88,Moderate Risk,14.4,3.0,SP500,2,40.0,50.0,76.91148869922935,50.0,62.29838710204098
53,FIFTH THIRD BANCORP,Financial Services,51.78,Moderate Risk,16.8,2.0,SP500,3,60.0,50.950455836076,52.78113109006248,50.0,31.451612907979662
54,"THE COOPER COMPANIES, INC.",Healthcare,51.71,Moderate Risk,17.5,2.0,SP500,3,60.0,53.373246560247026,51.56564373026691,50.0,29.80645161818899
55,GEN DIGITAL INC.,Technology,51.7,Moderate Risk,16.9,2.0,SP500,3,60.0,50.88019075119814,52.607490038663116,50.0,31.208245853281834
56,"KEYSIGHT TECHNOLOGIES, INC.",Technology,51.69,Moderate Risk,7.6,1.0,SP500,3,60.0,50.0,48.79313544322223,50.0,35.78098469293708
57,"CARDINAL HEALTH, INC.",Healthcare,51.39,Moderate Risk,14.9,3.0,SP500,2,40.0,50.0,76.04328344223251,50.0,59.88309158479184
58,"LEIDOS HOLDINGS, INC.",Technology,51.29,Moderate Risk,17.6,2.0,SP500,3,60.0,50.9764383426016,51.39200267886754,50.0,29.582111442302367
59,NTPC LTD.,Utilities,51.24,Moderate Risk,39.4,4.0,NIFTY50,3,60.0,52.744491467154965,53.464198224969564,50.0,25.39708532716431
60,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANYS,Financial Services,51.12,Moderate Risk,18.7,2.0,SP500,3,60.0,54.056107868663695,49.4819511134745,50.0,27.272727278679003
61,BANK OF AMERICA CORPORATION,Financial Services,51.11,Moderate Risk,28.3,3.0,SP500,3,60.0,51.02026652253301,52.77538255471729,50.0,26.94631256236355
62,UNITEDHEALTH GROUP INCORPORATED,Healthcare,51.01,Moderate Risk,15.3,3.0,SP500,2,40.0,50.0,75.34871923663505,50.0,58.06451613643584
63,"DUPONT DE NEMOURS, INC.",Basic Materials,50.97,Moderate Risk,28.6,3.0,SP500,3,60.0,50.984124855406264,52.25445940051918,50.0,26.562147542330184
64,EVERSOURCE ENERGY,Utilities,50.93,Moderate Risk,18.6,2.0,SP500,3,60.0,52.37915435013812,49.655592164873866,50.0,27.47138398093224
65,QUALCOMM INC,Technology,50.92,Moderate Risk,15.4,3.0,SP500,2,40.0,50.0,75.17507818523568,50.0,57.62463343869081
66,MCKESSON CORPORATION,Healthcare,50.75,Moderate Risk,15.2,3.0,SP500,2,40.0,47.643257085414824,75.5223602880344,50.0,58.51018676441058
67,"KINDER MORGAN, INC.",Energy,50.52,Moderate Risk,19.0,2.0,SP500,3,60.0,51.146587943681986,48.9610279592764,50.0,26.68930391100236
68,MICROSOFT CORP,Technology,50.36,Moderate Risk,15.1,3.0,SP500,2,40.0,44.3846905710917,75.69600133943378,50.0,58.961760314606224
69,CDW CORPORATION,Technology,50.26,Moderate Risk,9.2,2.0,SP500,2,40.0,47.02731951360485,65.9778509964144,50.0,65.42776996222783
70,JOHNSON & JOHNSON,Healthcare,50.22,Moderate Risk,24.0,4.0,SP500,2,40.0,50.0,80.20492014047213,50.0,47.903225825569535
71,"WALGREENS BOOTS ALLIANCE, INC",Healthcare,50.13,Moderate Risk,16.3,3.0,SP500,2,40.0,50.0,73.61230872264137,50.0,53.90856917599622
72,ACCENTURE PLC,Technology,49.86,Moderate Risk,9.8,2.0,SP500,2,40.0,50.0,64.9360046880182,50.0,60.82949306962297
73,VISA INC.,Financial Services,49.8,Moderate Risk,16.7,3.0,SP500,2,40.0,50.0,72.9177445170439,50.0,52.38555148741635
74,APPLE INC.,Technology,48.72,Moderate Risk,17.2,3.0,SP500,2,40.0,45.507642584640564,72.04953926004706,50.0,50.58139535917151
75,HEWLETT PACKARD ENTERPRISE COMPANY,Technology,48.47,Moderate Risk,10.7,2.0,SP500,2,40.0,48.18261916061694,63.3732352254239,50.0,54.899005113771
76,"AUTOZONE, INC.",Consumer Cyclical,48.4,Moderate Risk,11.0,2.0,SP500,2,40.0,50.0,62.85231207122579,50.0,53.13782990244313
77,LKQ CORPORATION,Consumer Cyclical,48.29,Moderate Risk,11.1,2.0,SP500,2,40.0,50.0,62.678671019826425,50.0,52.571926756441854
78,HP INC.,Technology,48.07,Moderate Risk,11.3,2.0,SP500,2,40.0,50.0,62.33138891702768,50.0,51.47016841906763
79,WESTERN DIGITAL CORP.,Technology,47.96,Moderate Risk,11.4,2.0,SP500,2,40.0,50.0,62.15774786562832,50.0,50.933786070596426
80,BOOKING HOLDINGS INC.,Consumer Cyclical,47.93,Moderate Risk,19.2,3.0,SP500,2,40.0,50.0,68.57671823205972,50.0,44.30443549583025
81,NEWS CORPORATION CLASS A,Communication Services,47.86,Moderate Risk,11.5,2.0,SP500,2,40.0,50.0,61.98410681422895,50.0,50.40673211078615
82,INTEL CORP,Technology,47.86,Moderate Risk,18.9,3.0,SP500,2,40.0,48.14899443818492,69.09764138625782,50.0,45.1612903343629
83,"ELEVANCE HEALTH, INC.",Healthcare,47.79,Moderate Risk,11.4,2.0,SP500,2,40.0,48.84813010631048,62.15774786562832,50.0,50.933786070596426
84,THE CIGNA GROUP,Healthcare,47.75,Moderate Risk,11.6,2.0,SP500,2,40.0,50.0,61.81046576282959,50.0,49.88876528820616
85,GENERAL MOTORS COMPANY,Consumer Cyclical,47.68,Moderate Risk,28.5,4.0,SP500,2,40.0,50.0,72.39107282750061,50.0,38.81154500993978
86,"NIKE, INC.",Consumer Cyclical,47.66,Moderate Risk,19.6,3.0,SP500,2,40.0,50.0,67.88215402646225,50.0,43.202764989124574
87,LOWE'S COMPANIES INC.,Consumer Cyclical,47.55,Moderate Risk,11.8,2.0,SP500,2,40.0,50.0,61.46318366003085,50.0,48.87916893908725
88,DANAHER CORPORATION,Healthcare,47.45,Moderate Risk,11.9,2.0,SP500,2,40.0,50.0,61.28954260863148,50.0,48.38709676891776
89,BROADCOM INC.,Technology,47.4,Moderate Risk,20.0,3.0,SP500,2,40.0,50.0,67.18758982086477,50.0,42.14516130266509
90,CITIGROUP INC.,Financial Services,47.32,Moderate Risk,29.2,4.0,SP500,2,40.0,50.0,71.17558546770503,50.0,37.64913833022962
91,BALL CORPORATION,Consumer Cyclical,47.26,Moderate Risk,12.1,2.0,SP500,2,40.0,50.0,60.94226050583275,50.0,47.42735270145958
92,CARMAX INC.,Consumer Cyclical,47.26,Moderate Risk,12.1,2.0,SP500,2,40.0,50.0,60.94226050583275,50.0,47.42735270145958
93,HERO MOTOCORP LTD.,Consumer Cyclical,47.16,Moderate Risk,12.2,2.0,NIFTY50,2,40.0,50.0,60.76861945443338,50.0,46.959280799697765
94,NEWMONT CORPORATION,Basic Materials,47.08,Moderate Risk,20.5,3.0,SP500,2,40.0,50.0,66.31938456386794,50.0,40.88119592125838
95,CADENCE DESIGN SYSTEMS,Technology,47.07,Moderate Risk,12.0,2.0,SP500,2,40.0,48.12821595151659,61.115901557232114,50.0,47.90322580157759
96,ROYAL CARIBBEAN GROUP,Consumer Cyclical,46.95,Moderate Risk,20.7,3.0,SP500,2,40.0,50.0,65.9721024610692,50.0,40.392706884957676
97,"HOME DEPOT, INC.",Consumer Cyclical,46.79,Moderate Risk,12.6,2.0,SP500,2,40.0,50.0,60.07405524883591,50.0,45.16129031985531
98,"DIGITAL REALTY TRUST, INC.",Real Estate,46.79,Moderate Risk,12.6,2.0,SP500,2,40.0,50.0,60.07405524883591,50.0,45.16129031985531
99,QUEST DIAGNOSTICS INC.,Healthcare,46.65,Moderate Risk,21.2,3.0,SP500,2,40.0,50.0,65.10389720407237,50.0,39.21180768161737
100,THE KROGER CO.,Consumer Defensive,46.59,Moderate Risk,21.3,3.0,SP500,2,40.0,50.0,64.930256152673,50.0,38.98228079420443
101,MARRIOT INTERNATIONAL CLASS A,Consumer Cyclical,46.53,Moderate Risk,21.4,3.0,SP500,2,40.0,50.0,64.75661510127364,50.0,38.75489901788782
102,"MERCK & CO., INC.",Healthcare,46.53,Moderate Risk,21.4,3.0,SP500,2,40.0,50.0,64.75661510127364,50.0,38.75489901788782
103,HCL TECHNOLOGIES LTD.,Technology,46.52,Moderate Risk,12.9,2.0,NIFTY50,2,40.0,50.0,59.5531320946378,50.0,43.88597149107312
104,COCA-COLA COMPANY,Consumer Defensive,46.41,Moderate Risk,21.6,3.0,SP500,2,40.0,50.0,64.4093329984749,50.0,38.30645162570491
105,TRIMBLE INC.,Technology,46.39,Moderate Risk,12.4,2.0,SP500,2,40.0,46.1016779312316,60.42133735163465,50.0,46.04578563656369
106,ADOBE INC.,Technology,46.34,Moderate Risk,13.1,2.0,SP500,2,40.0,50.0,59.205849991839074,50.0,43.068209799310154
107,METTLER-TOLEDO INTERNATIONAL,Healthcare,46.34,Moderate Risk,13.1,2.0,SP500,2,40.0,50.0,59.205849991839074,50.0,43.068209799310154
108,BORGWARNER INC.,Consumer Cyclical,46.29,Moderate Risk,12.6,2.0,SP500,2,40.0,46.693574053187184,60.07405524883591,50.0,45.16129031985531
109,CVS HEALTH CORPORATION,Healthcare,46.17,Moderate Risk,22.0,3.0,SP500,2,40.0,50.0,63.714768792877436,50.0,37.4340176081743
110,ELECTRONIC ARTS INC,Communication Services,46.17,Moderate Risk,13.3,2.0,SP500,2,40.0,50.0,58.85856788904034,50.0,42.27504244412307
111,AMGEN INC,Healthcare,46.17,Moderate Risk,22.0,3.0,SP500,2,40.0,50.0,63.714768792877436,50.0,37.4340176081743
112,EICHER MOTORS LTD.,Consumer Cyclical,46.17,Moderate Risk,13.3,2.0,NIFTY50,2,40.0,50.0,58.85856788904034,50.0,42.27504244412307
113,INFOSYS LTD.,Technology,46.0,Moderate Risk,13.1,2.0,NIFTY50,2,40.0,47.72883667393609,59.205849991839074,50.0,43.068209799310154
114,JACOBS SOLUTIONS INC.,Industrials,45.94,Moderate Risk,22.4,3.0,SP500,2,40.0,50.0,63.02020458727996,50.0,36.59274194839874
115,FORD MOTOR COMPANY,Consumer Cyclical,45.94,Moderate Risk,22.4,3.0,SP500,2,40.0,50.0,63.02020458727996,50.0,36.59274194839874
116,AGILENT TECHNOLOGIES INC.,Healthcare,45.92,Moderate Risk,13.6,2.0,SP500,2,40.0,50.0,58.337644734842236,50.0,41.12903225810368
117,NVIDIA CORP,Technology,45.92,Moderate Risk,13.6,2.0,SP500,2,40.0,50.0,58.337644734842236,50.0,41.12903225810368
118,WIPRO LTD.,Technology,45.86,Moderate Risk,13.2,2.0,NIFTY50,2,40.0,47.37084826069815,59.03220894043971,50.0,42.668621699918944
119,"PEPSICO, INC.",Consumer Defensive,45.84,Moderate Risk,22.1,3.0,SP500,2,40.0,48.16259247133703,63.541127741478064,50.0,37.22084368533653
120,GENUINE PARTS COMPANY,Consumer Cyclical,45.84,Moderate Risk,13.7,2.0,SP500,2,40.0,50.0,58.16400368344287,50.0,40.75818224656129
121,"MONDELEZ INTERNATIONAL, INC. CLASS A",Consumer Defensive,45.8,Moderate Risk,22.0,3.0,SP500,2,40.0,47.526772557799866,63.714768792877436,50.0,37.4340176081743
122,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Basic Materials,45.77,Moderate Risk,22.7,3.0,SP500,2,40.0,50.0,62.49928143308186,50.0,35.9812420194784
123,BIOGEN INC.,Healthcare,45.73,Moderate Risk,22.2,3.0,SP500,2,40.0,47.85539387525662,63.36748669007869,50.0,37.00959024828923
124,"CISCO SYSTEMS, INC.",Technology,45.68,Moderate Risk,13.9,2.0,SP500,2,40.0,50.0,57.816721580644135,50.0,40.03249013763228
125,HENRY SCHEIN INC,Healthcare,45.68,Moderate Risk,13.9,2.0,SP500,2,40.0,50.0,57.816721580644135,50.0,40.03249013763228
126,EXELON CORPORATION,Utilities,45.66,Moderate Risk,22.9,3.0,SP500,2,40.0,50.0,62.151999330283125,50.0,35.58247641808251
127,"MOHAWK INDUSTRIES, INC.",Consumer Cyclical,45.52,Moderate Risk,14.1,2.0,SP500,2,40.0,50.0,57.469439477845405,50.0,39.32738503887106
128,INTERNATIONAL BUSINESS MACHINES CORPORATION,Technology,45.52,Moderate Risk,14.1,2.0,SP500,2,40.0,50.0,57.469439477845405,50.0,39.32738503887106
129,"EQUIFAX, INCORPORATED",Industrials,45.49,Moderate Risk,23.2,3.0,SP500,2,40.0,50.0,61.631076176085024,50.0,34.99721914533859
130,COSTCO WHOLESALE CORP,Consumer Defensive,45.44,Moderate Risk,23.3,3.0,SP500,2,40.0,50.0,61.45743512468565,50.0,34.80548249947397
131,"TJX COMPANIES, INC.",Consumer Cyclical,45.29,Moderate Risk,14.4,2.0,SP500,2,40.0,50.0,56.9485163236473,50.0,38.306451614597535
132,"BECTON, DICKINSON AND CO.",Healthcare,45.17,Moderate Risk,23.8,3.0,SP500,2,40.0,50.0,60.589229867688815,50.0,33.87096775491362
133,RALPH LAUREN CORPORATION,Consumer Cyclical,45.14,Moderate Risk,14.6,2.0,SP500,2,40.0,50.0,56.60123422084857,50.0,37.6491383140219
134,WATERS CORP,Healthcare,45.14,Moderate Risk,14.6,2.0,SP500,2,40.0,50.0,56.60123422084857,50.0,37.6491383140219
135,COGNIZANT TECHNOLOGY SOLUTIONS,Technology,45.06,Moderate Risk,14.7,2.0,SP500,2,40.0,50.0,56.427593169449196,50.0,37.32718894230682
136,SYNOPSYS INC,Technology,45.0,Moderate Risk,14.4,2.0,SP500,2,40.0,48.07787077893918,56.9485163236473,50.0,38.306451614597535
137,NORFOLK SOUTHERN CORP.,Industrials,44.9,Moderate Risk,23.9,3.0,SP500,2,40.0,48.54692091367833,60.41558881628946,50.0,33.68875693024006
138,INTERNATIONAL PAPER CO.,Consumer Cyclical,44.8,Moderate Risk,24.5,3.0,SP500,2,40.0,50.0,59.37374250789325,50.0,32.626728123558536
139,TE CONNECTIVITY LTD,Technology,44.78,Moderate Risk,14.8,2.0,SP500,2,40.0,48.61913575948949,56.25395211804983,50.0,37.009590237774134
140,PFIZER INC.,Healthcare,44.75,Moderate Risk,24.6,3.0,SP500,2,40.0,50.0,59.20010145649388,50.0,32.4547600444258
141,TRANE TECHNOLOGIES PLC,Industrials,44.7,Moderate Risk,15.2,2.0,SP500,2,40.0,50.0,55.55938791245236,50.0,35.780984722843925
142,STARBUCKS CORP,Consumer Cyclical,44.7,Moderate Risk,24.7,3.0,SP500,2,40.0,50.0,59.02646040509451,50.0,32.284184419374554
143,"TAPESTRY, INC.",Consumer Cyclical,44.69,Moderate Risk,14.8,2.0,SP500,2,40.0,47.9930467452084,56.25395211804983,50.0,37.009590237774134
144,ABBOTT LABORATORIES,Healthcare,44.65,Moderate Risk,24.8,3.0,SP500,2,40.0,50.0,58.85281935369514,50.0,32.114984404202204
145,REALTY INCOME CORPORATION,Real Estate,44.49,Moderate Risk,15.5,2.0,SP500,2,40.0,50.0,55.038464758254264,50.0,34.901144644383166
146,ICICI BANK LTD.,Financial Services,44.49,Moderate Risk,24.0,3.0,NIFTY50,2,40.0,46.161414343735935,60.241947764890085,50.0,33.5080645291048
147,"ULTA BEAUTY, INC.",Consumer Cyclical,44.42,Moderate Risk,15.6,2.0,SP500,2,40.0,50.0,54.86482370685489,50.0,34.615384618895376
148,AT&T INC.,Communication Services,44.4,Moderate Risk,23.9,3.0,SP500,2,40.0,45.22986264900313,60.41558881628946,50.0,33.68875693024006
149,MOODY'S CORPORATION,Financial Services,44.29,Moderate Risk,15.8,2.0,SP500,2,40.0,50.0,54.517541604056156,50.0,34.05471621445042
150,SYSCO CORPORATION,Consumer Defensive,44.22,Moderate Risk,15.9,2.0,SP500,2,40.0,50.0,54.34390055265679,50.0,33.77967133679485
151,"W.W. GRAINGER, INC.",Industrials,44.15,Moderate Risk,16.0,2.0,SP500,2,40.0,50.0,54.17025950125742,50.0,33.50806452010782
152,TITAN COMPANY LTD.,Consumer Cyclical,44.15,Moderate Risk,16.0,2.0,NIFTY50,2,40.0,50.0,54.17025950125742,50.0,33.50806452010782
153,MCDONALD'S CORPORATION,Consumer Cyclical,44.04,Moderate Risk,26.0,3.0,SP500,2,40.0,50.0,56.769126736902734,50.0,30.18610423119831
154,PNC FINANCIAL SERVICES GROUP,Financial Services,43.99,Moderate Risk,26.1,3.0,SP500,2,40.0,50.0,56.59548568550337,50.0,30.033370424392896
155,WALMART INC.,Consumer Defensive,43.99,Moderate Risk,25.3,3.0,SP500,2,40.0,47.33349311730279,57.98461409669831,50.0,31.28904757123831
156,ANSYS INC,Technology,43.9,Moderate Risk,15.9,2.0,SP500,2,40.0,47.86454768571076,54.34390055265679,50.0,33.77967133679485
157,INTUIT INC,Technology,43.89,Moderate Risk,16.4,2.0,SP500,2,40.0,50.0,53.47569529565995,50.0,32.45476003586235
158,TATA CONSUMER PRODUCTS LTD.,Consumer Defensive,43.8,Moderate Risk,26.5,3.0,NIFTY50,2,40.0,50.0,55.900921479905904,50.0,29.433962276925765
159,BROADRIDGE FINANCIAL SOLUTIONS INC,Technology,43.76,Moderate Risk,16.6,2.0,SP500,2,40.0,50.0,53.12841319286122,50.0,31.947143416937397
160,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",Industrials,43.76,Moderate Risk,16.6,2.0,SP500,2,40.0,50.0,53.12841319286122,50.0,31.947143416937397
161,DR. REDDY'S LABORATORIES LTD.,Healthcare,43.75,Moderate Risk,26.6,3.0,NIFTY50,2,40.0,50.0,55.72728042850653,50.0,29.286927007668208
162,"REVVITY, INC.",Healthcare,43.7,Moderate Risk,16.7,2.0,SP500,2,40.0,50.0,52.95477214146185,50.0,31.697894538181107
163,LULULEMON ATHLETICA INC.,Consumer Cyclical,43.57,Moderate Risk,16.9,2.0,SP500,2,40.0,50.0,52.607490038663116,50.0,31.208245853281834
164,REGIONS FINANCIAL CORP.,Financial Services,43.57,Moderate Risk,16.9,2.0,SP500,2,40.0,50.0,52.607490038663116,50.0,31.208245853281834
165,"TERADYNE, INC.",Technology,43.51,Moderate Risk,17.0,2.0,SP500,2,40.0,50.0,52.433848987263744,50.0,30.967741940402302
166,AUTODESK INC,Technology,43.44,Moderate Risk,16.8,2.0,SP500,2,40.0,48.718229610828764,52.78113109006248,50.0,31.451612907979662
167,KLA CORPORATION,Technology,43.39,Moderate Risk,17.2,2.0,SP500,2,40.0,50.0,52.086566884465014,50.0,30.495123786017874
168,"T-MOBILE US, INC.",Communication Services,43.38,Moderate Risk,24.6,3.0,SP500,2,40.0,40.90006530896303,59.20010145649388,50.0,32.4547600444258
169,PACCAR INC,Industrials,43.28,Moderate Risk,27.6,3.0,SP500,2,40.0,50.0,53.99086991451286,50.0,27.875175328181246
170,"CBRE GROUP, INC.",Real Estate,43.24,Moderate Risk,8.0,1.0,SP500,2,40.0,50.0,48.09857123762476,50.0,33.508064493116905
171,DOLLAR GENERAL CORP.,Consumer Defensive,43.15,Moderate Risk,17.6,2.0,SP500,2,40.0,50.0,51.39200267886754,50.0,29.582111442302367
172,EBAY INC,Consumer Cyclical,43.15,Moderate Risk,17.6,2.0,SP500,2,40.0,50.0,51.39200267886754,50.0,29.582111442302367
173,HILTON WORLDWIDE HOLDINGS INC.,Consumer Cyclical,43.15,Moderate Risk,17.6,2.0,SP500,2,40.0,50.0,51.39200267886754,50.0,29.582111442302367
174,"ROCKWELL AUTOMATION, INC.",Industrials,43.09,Moderate Risk,17.7,2.0,SP500,2,40.0,50.0,51.21836162746818,50.0,29.360306183655982
175,"PAYPAL HOLDINGS, INC.",Financial Services,43.03,Moderate Risk,17.8,2.0,SP500,2,40.0,50.0,51.04472057606881,50.0,29.14099311892556
176,SYNCHRONY FINANCIAL,Financial Services,42.98,Moderate Risk,17.3,2.0,SP500,2,40.0,47.676094155943396,51.91292583306564,50.0,30.26291255409252
177,UNITED STATES STEEL CORP,Unknown,42.91,Moderate Risk,18.002136752136757,2.0,NEW_ESG_DATA,2,40.0,50.0,50.69372819439401,50.0,28.705121092991565
178,REGENERON PHARMACEUTICALS INC,Healthcare,42.91,Moderate Risk,18.0,2.0,SP500,2,40.0,50.0,50.697438473270076,50.0,28.709677424951682
179,PHILIP MORRIS INTERNATIONAL INC.,Consumer Defensive,42.87,Moderate Risk,28.5,3.0,SP500,2,40.0,50.0,52.42810045191855,50.0,26.689303917382478
180,CINTAS CORP,Industrials,42.85,Moderate Risk,18.1,2.0,SP500,2,40.0,50.0,50.523797421870704,50.0,28.49759401741559
181,PROCTER & GAMBLE COMPANY,Consumer Defensive,42.82,Moderate Risk,28.6,3.0,SP500,2,40.0,50.0,52.25445940051918,50.0,26.562147542330184
182,"HONEYWELL INTERNATIONAL, INC.",Industrials,42.82,Moderate Risk,28.6,3.0,SP500,2,40.0,50.0,52.25445940051918,50.0,26.562147542330184
183,"MICRON TECHNOLOGY, INC.",Technology,42.8,Moderate Risk,18.2,2.0,SP500,2,40.0,50.0,50.35015637047134,50.0,28.287841196774227
184,ROSS STORES INC,Consumer Cyclical,42.8,Moderate Risk,18.2,2.0,SP500,2,40.0,50.0,50.35015637047134,50.0,28.287841196774227
185,MAXLINEAR INC,Technology,42.79,Moderate Risk,18.215811965811966,2.0,NEW_ESG_DATA,2,40.0,50.0,50.32270030678853,50.0,28.254886014607887
186,BOEING COMPANY,Industrials,42.75,Moderate Risk,39.6,4.0,SP500,2,40.0,50.0,53.116916122170835,50.0,25.21994136414109
187,"FRANKLIN RESOURCES, INC.",Financial Services,42.74,Moderate Risk,18.3,2.0,SP500,2,40.0,50.0,50.17651531907197,50.0,28.080380756685056
188,"HCA HEALTHCARE, INC.",Healthcare,42.73,Moderate Risk,28.8,3.0,SP500,2,40.0,50.0,51.90717729772045,50.0,26.3104838833716
189,VORNADO REALTY TRUST,Unknown,42.67,Moderate Risk,18.429487179487182,2.0,NEW_ESG_DATA,2,40.0,50.0,49.95167241918304,50.0,27.81509116992017
190,"PROLOGIS, INC.",Real Estate,42.62,Moderate Risk,10.3,1.0,SP500,2,40.0,59.49857935227716,44.10482705543931,50.0,23.864704030359537
191,HEALTH CATALYST INC,Unknown,42.6,Moderate Risk,18.536324786324787,2.0,NEW_ESG_DATA,2,40.0,50.0,49.7661584753803,50.0,27.59899600847935
192,"UNITED PARCEL SERVICE, INC. CLASS B",Industrials,42.57,Moderate Risk,18.6,2.0,SP500,2,40.0,50.0,49.655592164873866,50.0,27.47138398093224
193,JPMORGAN CHASE & CO.,Financial Services,42.51,Moderate Risk,29.3,3.0,SP500,2,40.0,50.0,51.038972040723614,50.0,25.6963558418805
194,HENRY (JACK) & ASSOCIATES,Technology,42.51,Moderate Risk,18.7,2.0,SP500,2,40.0,50.0,49.4819511134745,50.0,27.272727278679003
195,LAS VEGAS SANDS CORP.,Consumer Cyclical,42.51,Moderate Risk,18.7,2.0,SP500,2,40.0,50.0,49.4819511134745,50.0,27.272727278679003
196,WESTROCK CO,Unknown,42.46,Moderate Risk,18.803418803418804,2.0,NEW_ESG_DATA,2,40.0,50.0,49.30237361587345,50.0,27.06950147227275
197,ZOETIS INC.,Healthcare,42.46,Moderate Risk,18.8,2.0,SP500,2,40.0,50.0,49.30831006207514,50.0,27.076183945597545
198,ENACT HOLDINGS INC,Financial Services,42.43,Moderate Risk,18.85683760683761,2.0,NEW_ESG_DATA,2,40.0,50.0,49.209616643972076,50.0,26.965402546456676
199,"BLACKROCK, INC.",Financial Services,42.4,Moderate Risk,18.3,2.0,SP500,2,40.0,47.73568879523174,50.17651531907197,50.0,28.080380756685056
200,CALYXT INC,Healthcare,42.4,Moderate Risk,18.91025641025641,2.0,NEW_ESG_DATA,2,40.0,50.0,49.1168596720707,50.0,26.861891750164677
201,ENPHASE ENERGY INC,Technology,42.37,Moderate Risk,18.963675213675213,2.0,NEW_ESG_DATA,2,40.0,50.0,49.02410270016934,50.0,26.758964113288098
202,KOTAK MAHINDRA BANK LTD.,Financial Services,42.29,Moderate Risk,19.1,2.0,NIFTY50,2,40.0,50.0,48.78738690787703,50.0,26.498902218582185
203,LOCKHEED MARTIN CORP.,Industrials,42.28,Moderate Risk,30.2,3.0,SP500,2,40.0,51.11092824828375,49.47620257812931,50.0,24.64217048852252
204,OIL & NATURAL GAS CORPORATION LTD.,Energy,42.19,Moderate Risk,52.2,5.0,NIFTY50,2,40.0,50.0,51.2011160214326,50.0,23.41490546661871
205,AMERICAN EXPRESS COMPANY,Financial Services,42.18,Moderate Risk,18.6,2.0,SP500,2,40.0,47.39818553246543,49.655592164873866,50.0,27.47138398093224
206,IQVIA HOLDINGS INC.,Healthcare,42.15,Moderate Risk,19.1,2.0,SP500,2,40.0,49.023561657398396,48.78738690787703,50.0,26.498902218582185
207,"PTC, INC",Technology,42.12,Moderate Risk,18.9,2.0,SP500,2,40.0,48.14899443818492,49.13466901067577,50.0,26.881720436145482
208,HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL INC,Unknown,42.05,Moderate Risk,9.241452991452995,1.0,NEW_ESG_DATA,2,40.0,50.0,45.94289921063688,50.0,27.706731292728723
209,"AVALONBAY COMMUNITIES, INC.",Real Estate,41.96,Moderate Risk,9.8,1.0,SP500,2,40.0,52.497918747894005,44.973032312436146,50.0,25.576036854666793
210,AMERICAN TOWER CORPORATION,Real Estate,41.72,Moderate Risk,10.9,1.0,SP500,2,40.0,56.375364946697836,43.0629807470431,50.0,22.018348616054414
211,EQUITY RESIDENTIAL,Real Estate,41.01,Moderate Risk,11.9,1.0,SP500,2,40.0,56.06751187484296,41.32657023304943,50.0,19.35483870431419
212,"ESSEX PROPERTY TRUST, INC",Real Estate,40.54,Moderate Risk,12.4,1.0,SP500,2,40.0,54.98339973124779,40.45836497605259,50.0,18.184183138137158
213,FEDERAL REALTY INVESTMENT TRUST,Real Estate,40.25,Moderate Risk,12.4,1.0,SP500,2,40.0,53.04500761807917,40.45836497605259,50.0,18.184183138137158
214,"EQUINIX, INC. REIT",Real Estate,40.15,Moderate Risk,13.9,1.0,SP500,2,40.0,57.99530460821379,37.85374920506209,50.0,15.177535388671451
215,"BOSTON PROPERTIES, INC.",Real Estate,39.91,Low Risk,12.5,1.0,SP500,2,40.0,51.12088840669061,40.28472392465323,50.0,17.961290318328057
216,"UDR, INC.",Real Estate,39.88,Low Risk,13.9,1.0,SP500,2,40.0,56.141668258285215,37.85374920506209,50.0,15.177535388671451
217,APPLIED MATERIALS INC,Technology,39.81,Low Risk,12.7,1.0,SP500,2,40.0,51.281770389171236,39.93744182185449,50.0,17.52603504814137
218,WELLTOWER INC.,Real Estate,39.75,Low Risk,13.2,1.0,SP500,2,40.0,52.744491467154965,39.06923656485766,50.0,16.49560116981478
219,"HOST HOTELS & RESORTS, INC.",Real Estate,39.58,Low Risk,13.4,1.0,SP500,2,40.0,52.37915435013812,38.721954462058925,50.0,16.10495907264206
